+   1 | INSERTED | VALID LINE |    0R    1W
+ 7649 | INSERTED | VALID LINE |   66R   65W
+ 7650 | INSERTED | VALID LINE |  101R   95W
+ 7651 | INSERTED | VALID LINE |   57R   50W
+ 7652 | INSERTED | MISSING: BIRTH_DATE BIRTH_CITY |   35R   33W
+ 7653 | INSERTED | MISSING: FIRST_NAME |  131R  124W
+ 7654 | INSERTED | VALID LINE |   21R   14W
+ 7655 | INSERTED | MISSING: LAST_NAME |   27R   20W
+ 7656 | INSERTED | MISSING: FIRST_NAME |   73R   66W
+ 7657 | INSERTED | VALID LINE |   75R   68W
+ 7658 | INSERTED | MISSING: LAST_NAME |   81R   74W
+ 7659 | INSERTED | VALID LINE |   74R   69W
+ 7660 | INSERTED | VALID LINE |  113R  107W
+ 7661 | INSERTED | MISSING: LAST_NAME |  109R  105W
+ 7662 | INSERTED | VALID LINE |   49R   43W
+ 7663 | INSERTED | MISSING: LAST_NAME |   29R   22W
+ 7664 | INSERTED | MISSING: BIRTH_DATE |   61R   55W
+ 7665 | INSERTED | VALID LINE |   71R   64W
+ 7666 | INSERTED | VALID LINE |   31R   24W
+ 7667 | INSERTED | VALID LINE |   26R   21W
+ 7668 | INSERTED | MISSING: BIRTH_DATE |   33R   27W
+ 7669 | INSERTED | VALID LINE |   53R   47W
+ 7670 | INSERTED | VALID LINE |   45R   39W
+ 7671 | INSERTED | VALID LINE |   69R   62W
+ 7672 | INSERTED | MISSING: BIRTH_DATE |   83R   76W
+ 7673 | INSERTED | MISSING: LAST_NAME BIRTH_CITY |   34R   29W
+ 7674 | INSERTED | VALID LINE |   59R   52W
+ 7675 | INSERTED | VALID LINE |   69R   62W
+ 7676 | INSERTED | VALID LINE |  103R   96W
+ 7677 | INSERTED | VALID LINE |   85R   79W
+ 7678 | INSERTED | VALID LINE |   65R   58W
+ 7679 | INSERTED | MISSING: LAST_NAME |  109R  102W
+ 7680 | INSERTED | VALID LINE |   61R   54W
+ 7681 | INSERTED | VALID LINE |   47R   41W
+ 7682 | INSERTED | VALID LINE |   42R   37W
+ 7683 | INSERTED | VALID LINE |   59R   52W
+ 7684 | INSERTED | VALID LINE |   18R   13W
+ 7685 | INSERTED | VALID LINE |  106R   99W
+ 7686 | INSERTED | MISSING: BIRTH_CITY |  136R  129W
+ 7687 | INSERTED | VALID LINE |  107R  102W
+ 7688 | INSERTED | VALID LINE |   10R    5W
+ 7689 | INSERTED | VALID LINE |   86R   79W
+ 7690 | INSERTED | VALID LINE |   47R   40W
+ 7691 | INSERTED | VALID LINE |  110R  103W
+ 7692 | INSERTED | VALID LINE |   57R   51W
+ 7693 | INSERTED | VALID LINE |   66R   61W
+ 7694 | INSERTED | VALID LINE |   33R   26W
+ 7695 | INSERTED | VALID LINE |   61R   54W
+ 7696 | INSERTED | MISSING: FIRST_NAME |   78R   71W
+ 7697 | INSERTED | VALID LINE |   42R   37W
+ 7698 | INSERTED | MISSING: BIRTH_DATE BIRTH_CITY |  107R  102W
+ 7699 | INSERTED | VALID LINE |  114R  108W
+ 7700 | INSERTED | VALID LINE |   29R   22W
+ 7701 | INSERTED | VALID LINE |  102R   95W
+ 7702 | INSERTED | VALID LINE |   66R   65W
+ 7703 | INSERTED | VALID LINE |   59R   52W
+ 7704 | INSERTED | VALID LINE |   23R   16W
+ 7705 | INSERTED | VALID LINE |  107R  102W
+ 7706 | INSERTED | VALID LINE |   76R   69W
+ 7707 | INSERTED | VALID LINE |   99R   94W
+ 7708 | INSERTED | VALID LINE |  126R  120W
+ 7709 | INSERTED | VALID LINE |  117R  114W
+ 7710 | INSERTED | VALID LINE |   45R   39W
+ 7711 | INSERTED | VALID LINE |   78R   72W
+ 7712 | INSERTED | VALID LINE |   91R   86W
+ 7713 | INSERTED | MISSING: BIRTH_CITY |   50R   45W
+ 7714 | INSERTED | MISSING: FIRST_NAME |   74R   68W
+ 7715 | INSERTED | VALID LINE |   58R   53W
+ 7716 | INSERTED | MISSING: BIRTH_DATE |   65R   59W
+ 7717 | INSERTED | VALID LINE |   96R   89W
+ 7718 | INSERTED | VALID LINE |   17R   11W
+ 7719 | INSERTED | VALID LINE |   69R   62W
+ 7720 | INSERTED | VALID LINE |   91R   86W
+ 7721 | INSERTED | VALID LINE |  136R  129W
+ 7722 | INSERTED | MISSING: BIRTH_DATE |   33R   27W
+ 7723 | INSERTED | VALID LINE |  100R   98W
+ 7724 | INSERTED | MISSING: LAST_NAME BIRTH_CITY |   52R   44W
+ 7725 | INSERTED | VALID LINE |   55R   48W
+ 7726 | INSERTED | VALID LINE |  123R  118W
+ 7727 | INSERTED | VALID LINE |   10R    5W
+ 7728 | INSERTED | VALID LINE |   20R   17W
+ 7729 | INSERTED | VALID LINE |   51R   44W
+ 7730 | INSERTED | VALID LINE |   61R   57W
+ 7731 | INSERTED | VALID LINE |   78R   72W
+ 7732 | INSERTED | VALID LINE |   29R   22W
+ 7733 | INSERTED | VALID LINE |  130R  124W
+ 7734 | INSERTED | VALID LINE |   55R   48W
+ 7735 | INSERTED | MISSING: LAST_NAME |  134R  127W
+ 7736 | INSERTED | VALID LINE |   21R   14W
+ 7737 | INSERTED | VALID LINE |   26R   21W
+ 7738 | INSERTED | VALID LINE |    9R    1W
+ 7739 | INSERTED | VALID LINE |   74R   67W
+ 7740 | INSERTED | VALID LINE |  120R  113W
+ 7741 | INSERTED | VALID LINE |   85R   83W
+ 7742 | INSERTED | VALID LINE |   15R    8W
+ 7743 | INSERTED | VALID LINE |   37R   31W
+ 7744 | INSERTED | VALID LINE |  107R  100W
+ 7745 | INSERTED | VALID LINE |   46R   39W
+ 7746 | INSERTED | VALID LINE |   54R   47W
+ 7747 | INSERTED | VALID LINE |  127R  121W
+ 7748 | INSERTED | VALID LINE |   56R   49W
+ 7749 | INSERTED | VALID LINE |   83R   77W
+ 7750 | INSERTED | MISSING: BIRTH_CITY |  129R  122W
+ 7751 | INSERTED | MISSING: BIRTH_CITY |   43R   38W
+ 7752 | INSERTED | MISSING: BIRTH_DATE |   33R   27W
+ 7753 | INSERTED | VALID LINE |  119R  112W
+ 7754 | INSERTED | MISSING: FIRST_NAME |  135R  129W
+ 7755 | INSERTED | MISSING: BIRTH_CITY |  116R  111W
+ 7756 | INSERTED | VALID LINE |   86R   83W
+ 7757 | INSERTED | VALID LINE |   81R   74W
+ 7758 | INSERTED | VALID LINE |   91R   84W
+ 7759 | INSERTED | MISSING: BIRTH_CITY |  100R   95W
+ 7760 | INSERTED | VALID LINE |   68R   61W
+ 7761 | INSERTED | VALID LINE |  127R  123W
+ 7762 | INSERTED | MISSING: LAST_NAME |  117R  110W
+ 7763 | INSERTED | MISSING: BIRTH_DATE BIRTH_CITY |   75R   68W
+ 7764 | INSERTED | VALID LINE |   33R   27W
+ 7765 | INSERTED | VALID LINE |   29R   22W
+ 7766 | INSERTED | VALID LINE |   21R   14W
+ 7767 | INSERTED | VALID LINE |   67R   62W
+ 7768 | INSERTED | VALID LINE |  127R  120W
+ 7769 | INSERTED | VALID LINE |  131R  125W
+ 7770 | INSERTED | VALID LINE |  107R  101W
+ 7771 | INSERTED | VALID LINE |   83R   76W
+ 7772 | INSERTED | VALID LINE |   92R   87W
+ 7773 | INSERTED | MISSING: FIRST_NAME |   97R   90W
+ 7774 | INSERTED | VALID LINE |   77R   70W
+ 7775 | INSERTED | VALID LINE |  108R  103W
+ 7776 | INSERTED | VALID LINE |   23R   16W
+ 7777 | INSERTED | VALID LINE |   67R   66W
+ 7778 | INSERTED | VALID LINE |   84R   79W
+ 7779 | INSERTED | VALID LINE |  107R  100W
+ 7780 | INSERTED | VALID LINE |   62R   55W
+ 7781 | INSERTED | VALID LINE |  131R  124W
+ 7782 | INSERTED | VALID LINE |  121R  114W
+ 7783 | INSERTED | MISSING: LAST_NAME |   54R   47W
+ 7784 | INSERTED | VALID LINE |   25R   19W
+ 7785 | INSERTED | VALID LINE |   25R   18W
+ 7786 | INSERTED | VALID LINE |  123R  116W
+ 7787 | INSERTED | VALID LINE |   42R   35W
+ 7788 | INSERTED | VALID LINE |   29R   25W
+ 7789 | INSERTED | VALID LINE |   39R   32W
+ 7790 | INSERTED | VALID LINE |   39R   32W
+ 7791 | INSERTED | VALID LINE |   67R   62W
+ 7792 | INSERTED | VALID LINE |   53R   50W
+ 7793 | INSERTED | MISSING: LAST_NAME BIRTH_CITY |   62R   56W
+ 7794 | INSERTED | VALID LINE |   17R   11W
+ 7795 | INSERTED | VALID LINE |  115R  109W
+ 7796 | INSERTED | VALID LINE |   21R   14W
+ 7797 | INSERTED | VALID LINE |   62R   56W
+ 7798 | INSERTED | VALID LINE |  100R   95W
+ 7799 | INSERTED | VALID LINE |  129R  122W
+ 7800 | INSERTED | VALID LINE |   33R   26W
+ 7801 | INSERTED | MISSING: BIRTH_DATE |   33R   28W
+ 7802 | INSERTED | VALID LINE |   52R   45W
+ 7803 | INSERTED | MISSING: FIRST_NAME |   20R   17W
+ 7804 | INSERTED | VALID LINE |   70R   64W
+ 7805 | INSERTED | VALID LINE |   13R    7W
+ 7806 | INSERTED | MISSING: BIRTH_DATE |   46R   40W
+ 7807 | INSERTED | VALID LINE |   19R   12W
+ 7808 | INSERTED | MISSING: BIRTH_DATE |   25R   18W
+ 7809 | INSERTED | MISSING: BIRTH_DATE |  128R  121W
+ 7810 | INSERTED | VALID LINE |  136R  129W
+ 7811 | INSERTED | VALID LINE |   43R   38W
+ 7812 | INSERTED | VALID LINE |   76R   71W
+ 7813 | INSERTED | VALID LINE |   18R   13W
+ 7814 | INSERTED | MISSING: BIRTH_CITY |   86R   83W
+ 7815 | INSERTED | VALID LINE |   62R   55W
+ 7816 | INSERTED | VALID LINE |   21R   14W
+ 7817 | INSERTED | VALID LINE |   86R   83W
+ 7818 | INSERTED | VALID LINE |   72R   65W
+ 7819 | INSERTED | MISSING: LAST_NAME |   42R   34W
+ 7820 | INSERTED | VALID LINE |   13R    6W
+ 7821 | INSERTED | MISSING: FIRST_NAME |   83R   76W
+ 7822 | INSERTED | VALID LINE |   37R   31W
+ 7823 | INSERTED | VALID LINE |  124R  117W
+ 7824 | INSERTED | VALID LINE |   91R   84W
+ 7825 | INSERTED | VALID LINE |  112R  108W
+ 7826 | INSERTED | VALID LINE |   75R   69W
+ 7827 | INSERTED | VALID LINE |  112R  106W
+ 7828 | INSERTED | VALID LINE |   85R   78W
+ 7829 | INSERTED | VALID LINE |   11R    4W
+ 7830 | INSERTED | VALID LINE |   46R   42W
+ 7831 | INSERTED | VALID LINE |  130R  123W
+ 7832 | INSERTED | VALID LINE |  101R   99W
+ 7833 | INSERTED | VALID LINE |   81R   74W
+ 7834 | INSERTED | VALID LINE |   93R   86W
+ 7835 | INSERTED | VALID LINE |   13R    9W
+ 7836 | INSERTED | VALID LINE |   89R   82W
+ 7837 | INSERTED | VALID LINE |   64R   57W
+ 7838 | INSERTED | MISSING: BIRTH_DATE |   81R   74W
+ 7839 | INSERTED | MISSING: LAST_NAME |   19R   12W
+ 7840 | INSERTED | VALID LINE |   42R   35W
+ 7841 | INSERTED | VALID LINE |   52R   45W
+ 7842 | INSERTED | VALID LINE |   79R   73W
+ 7843 | INSERTED | VALID LINE |   92R   87W
+ 7844 | INSERTED | VALID LINE |   23R   16W
+ 7845 | INSERTED | VALID LINE |   75R   67W
+ 7846 | INSERTED | VALID LINE |   62R   55W
+ 7847 | INSERTED | MISSING: FIRST_NAME |  119R  116W
+ 7848 | INSERTED | VALID LINE |   76R   71W
+ 7849 | INSERTED | VALID LINE |   95R   89W
+ 7850 | INSERTED | MISSING: BIRTH_DATE |    9R    3W
+ 7851 | INSERTED | VALID LINE |   13R    7W
+ 7852 | INSERTED | VALID LINE |   86R   83W
+ 7853 | INSERTED | VALID LINE |   54R   48W
+ 7854 | INSERTED | VALID LINE |    9R    1W
+ 7855 | INSERTED | MISSING: FIRST_NAME |  112R  105W
+ 7856 | INSERTED | VALID LINE |   87R   80W
+ 7857 | INSERTED | VALID LINE |   56R   49W
+ 7858 | INSERTED | VALID LINE |   10R    5W
+ 7859 | INSERTED | VALID LINE |   84R   79W
+ 7860 | INSERTED | VALID LINE |  101R   94W
+ 7861 | INSERTED | VALID LINE |  103R   98W
+ 7862 | INSERTED | MISSING: BIRTH_DATE |   13R    9W
+ 7863 | INSERTED | VALID LINE |   34R   28W
+ 7864 | INSERTED | VALID LINE |   13R    7W
+ 7865 | INSERTED | VALID LINE |   57R   50W
+ 7866 | INSERTED | VALID LINE |   26R   19W
+ 7867 | INSERTED | VALID LINE |   13R    6W
+ 7868 | INSERTED | VALID LINE |   38R   31W
+ 7869 | INSERTED | VALID LINE |   94R   87W
+ 7870 | INSERTED | VALID LINE |   43R   37W
+ 7871 | INSERTED | VALID LINE |   68R   67W
+ 7872 | INSERTED | VALID LINE |   38R   32W
+ 7873 | INSERTED | VALID LINE |   77R   72W
+ 7874 | INSERTED | VALID LINE |  121R  115W
+ 7875 | INSERTED | VALID LINE |   36R   29W
+ 7876 | INSERTED | VALID LINE |   51R   45W
+ 7877 | INSERTED | MISSING: FIRST_NAME BIRTH_CITY |   80R   76W
+ 7878 | INSERTED | MISSING: BIRTH_CITY |  100R   93W
+ 7879 | INSERTED | VALID LINE |   93R   88W
+ 7880 | INSERTED | VALID LINE |    9R    1W
+ 7881 | INSERTED | MISSING: BIRTH_CITY |   40R   33W
+ 7882 | INSERTED | VALID LINE |   53R   46W
+ 7883 | INSERTED | VALID LINE |   51R   44W
+ 7884 | INSERTED | VALID LINE |   13R    6W
+ 7885 | INSERTED | VALID LINE |   35R   30W
+ 7886 | INSERTED | MISSING: BIRTH_DATE |   36R   29W
+ 7887 | INSERTED | VALID LINE |   13R    9W
+ 7888 | INSERTED | VALID LINE |   11R    4W
+ 7889 | INSERTED | VALID LINE |   13R    6W
+ 7890 | INSERTED | MISSING: FIRST_NAME |   54R   51W
+ 7891 | INSERTED | VALID LINE |   78R   71W
+ 7892 | INSERTED | VALID LINE |   36R   29W
+ 7893 | INSERTED | VALID LINE |   43R   35W
+ 7894 | INSERTED | VALID LINE |   84R   77W
+ 7895 | INSERTED | VALID LINE |   60R   55W
+ 7896 | INSERTED | VALID LINE |   34R   28W
+ 7897 | INSERTED | VALID LINE |   38R   32W
+ 7898 | INSERTED | VALID LINE |   88R   81W
+ 7899 | INSERTED | VALID LINE |   30R   23W
+ 7900 | INSERTED | VALID LINE |   36R   29W
+ 7901 | INSERTED | VALID LINE |  137R  130W
+ 7902 | INSERTED | VALID LINE |   90R   83W
+ 7903 | INSERTED | VALID LINE |   61R   54W
+ 7904 | INSERTED | VALID LINE |   68R   63W
+ 7905 | INSERTED | MISSING: BIRTH_DATE |   94R   87W
+ 7906 | INSERTED | VALID LINE |   63R   56W
+ 7907 | INSERTED | VALID LINE |   80R   76W
+ 7908 | INSERTED | VALID LINE |  129R  122W
+ 7909 | INSERTED | VALID LINE |   17R   10W
+ 7910 | INSERTED | MISSING: FIRST_NAME |   23R   16W
+ 7911 | INSERTED | VALID LINE |   76R   70W
+ 7912 | INSERTED | VALID LINE |  106R   99W
+ 7913 | INSERTED | VALID LINE |   94R   87W
+ 7914 | INSERTED | VALID LINE |    9R    2W
+ 7915 | INSERTED | VALID LINE |   35R   30W
+ 7916 | INSERTED | VALID LINE |   80R   73W
+ 7917 | INSERTED | VALID LINE |   65R   58W
+ 7918 | INSERTED | VALID LINE |   26R   18W
+ 7919 | INSERTED | MISSING: FIRST_NAME |   82R   75W
+ 7920 | INSERTED | VALID LINE |   49R   42W
+ 7921 | INSERTED | VALID LINE |   13R   10W
+ 7922 | INSERTED | VALID LINE |   20R   17W
+ 7923 | INSERTED | VALID LINE |   15R    8W
+ 7924 | INSERTED | VALID LINE |   32R   25W
+ 7925 | INSERTED | VALID LINE |   27R   22W
+ 7926 | INSERTED | VALID LINE |   71R   65W
+ 7927 | INSERTED | VALID LINE |   54R   51W
+ 7928 | INSERTED | VALID LINE |   59R   53W
+ 7929 | INSERTED | VALID LINE |   71R   64W
+ 7930 | INSERTED | VALID LINE |  130R  124W
+ 7931 | INSERTED | VALID LINE |   84R   78W
+ 7932 | INSERTED | VALID LINE |  118R  111W
+ 7933 | INSERTED | MISSING: BIRTH_DATE |   68R   67W
+ 7934 | INSERTED | VALID LINE |   86R   79W
+ 7935 | INSERTED | VALID LINE |  103R  101W
+ 7936 | INSERTED | VALID LINE |   28R   21W
+ 7937 | INSERTED | VALID LINE |   26R   19W
+ 7938 | INSERTED | VALID LINE |   80R   74W
+ 7939 | INSERTED | VALID LINE |   51R   44W
+ 7940 | INSERTED | VALID LINE |   90R   83W
+ 7941 | INSERTED | VALID LINE |   40R   33W
+ 7942 | INSERTED | VALID LINE |  122R  115W
+ 7943 | INSERTED | VALID LINE |   13R    9W
+ 7944 | INSERTED | VALID LINE |  134R  128W
+ 7945 | INSERTED | VALID LINE |   47R   43W
+ 7946 | INSERTED | VALID LINE |  114R  108W
+ 7947 | INSERTED | VALID LINE |   43R   36W
+ 7948 | INSERTED | VALID LINE |   93R   86W
+ 7949 | INSERTED | VALID LINE |   43R   35W
+ 7950 | INSERTED | VALID LINE |   76R   70W
+ 7951 | INSERTED | VALID LINE |   55R   49W
+ 7952 | INSERTED | VALID LINE |   26R   19W
+ 7953 | INSERTED | MISSING: BIRTH_CITY |   61R   54W
+ 7954 | INSERTED | VALID LINE |  128R  121W
+ 7955 | INSERTED | VALID LINE |  101R   94W
+ 7956 | INSERTED | MISSING: BIRTH_CITY |  138R  132W
+ 7957 | INSERTED | VALID LINE |  127R  122W
+ 7958 | INSERTED | MISSING: FIRST_NAME |  132R  125W
+ 7959 | INSERTED | VALID LINE |  121R  118W
+ 7960 | INSERTED | VALID LINE |  119R  114W
+ 7961 | INSERTED | VALID LINE |  122R  115W
+ 7962 | INSERTED | VALID LINE |   36R   34W
+ 7963 | INSERTED | VALID LINE |   28R   21W
+ 7964 | INSERTED | VALID LINE |   53R   46W
+ 7965 | INSERTED | VALID LINE |   99R   92W
+ 7966 | INSERTED | VALID LINE |   68R   67W
+ 7967 | INSERTED | VALID LINE |   76R   70W
+ 7968 | INSERTED | VALID LINE |   76R   68W
+ 7969 | INSERTED | MISSING: FIRST_NAME |   38R   31W
+ 7970 | INSERTED | VALID LINE |   18R   13W
+ 7971 | INSERTED | MISSING: BIRTH_DATE |   63R   59W
+ 7972 | INSERTED | MISSING: FIRST_NAME |   67R   60W
+ 7973 | INSERTED | VALID LINE |  124R  117W
+ 7974 | INSERTED | VALID LINE |   93R   85W
+ 7975 | INSERTED | MISSING: BIRTH_CITY |  101R   95W
+ 7976 | INSERTED | VALID LINE |   30R   26W
+ 7977 | INSERTED | VALID LINE |   11R    4W
+ 7978 | INSERTED | VALID LINE |   93R   86W
+ 7979 | INSERTED | VALID LINE |   32R   25W
+ 7980 | INSERTED | VALID LINE |  118R  111W
+ 7981 | INSERTED | VALID LINE |  101R   96W
+ 7982 | INSERTED | VALID LINE |  123R  117W
+ 7983 | INSERTED | VALID LINE |   36R   29W
+ 7984 | INSERTED | MISSING: BIRTH_CITY |   15R    8W
+ 7985 | INSERTED | MISSING: FIRST_NAME |   94R   87W
+ 7986 | INSERTED | VALID LINE |  112R  107W
+ 7987 | INSERTED | VALID LINE |  133R  126W
+ 7988 | INSERTED | VALID LINE |  131R  124W
+ 7989 | INSERTED | VALID LINE |   98R   94W
+ 7990 | INSERTED | VALID LINE |   44R   39W
+ 7991 | INSERTED | VALID LINE |  137R  130W
+ 7992 | INSERTED | VALID LINE |   19R   12W
+ 7993 | INSERTED | MISSING: FIRST_NAME |  141R  134W
+ 7994 | INSERTED | MISSING: LAST_NAME BIRTH_CITY |   72R   65W
+ 7995 | INSERTED | VALID LINE |   47R   41W
+ 7996 | INSERTED | VALID LINE |    9R    2W
+ 7997 | INSERTED | MISSING: BIRTH_DATE |  123R  116W
+ 7998 | INSERTED | VALID LINE |   23R   16W
+ 7999 | INSERTED | MISSING: BIRTH_CITY |   98R   91W
+ 8000 | INSERTED | VALID LINE |   17R   11W
+ 8001 | INSERTED | VALID LINE |  123R  117W
+ 8002 | INSERTED | VALID LINE |  102R   95W
+ 8003 | INSERTED | VALID LINE |   54R   51W
+ 8004 | INSERTED | VALID LINE |   85R   79W
+ 8005 | INSERTED | VALID LINE |   44R   39W
+ 8006 | INSERTED | VALID LINE |   81R   75W
+ 8007 | INSERTED | VALID LINE |   64R   58W
+ 8008 | INSERTED | MISSING: LAST_NAME BIRTH_DATE |   40R   33W
+ 8009 | INSERTED | VALID LINE |   60R   52W
+ 8010 | INSERTED | VALID LINE |   68R   62W
+ 8011 | INSERTED | VALID LINE |   10R    5W
+ 8012 | INSERTED | VALID LINE |   81R   77W
+ 8013 | INSERTED | MISSING: LAST_NAME |   17R   10W
+ 8014 | INSERTED | MISSING: LAST_NAME |   47R   43W
+ 8015 | INSERTED | VALID LINE |   17R   11W
+ 8016 | INSERTED | VALID LINE |  111R  104W
+ 8017 | INSERTED | MISSING: BIRTH_CITY |   64R   57W
+ 8018 | INSERTED | VALID LINE |   13R    6W
+ 8019 | INSERTED | VALID LINE |  106R   99W
+ 8020 | INSERTED | VALID LINE |   45R   37W
+ 8021 | INSERTED | VALID LINE |  131R  127W
+ 8022 | INSERTED | VALID LINE |  108R  101W
+ 8023 | INSERTED | VALID LINE |  104R  102W
+ 8024 | INSERTED | VALID LINE |   94R   87W
+ 8025 | INSERTED | VALID LINE |   54R   51W
+ 8026 | INSERTED | VALID LINE |  106R  100W
+ 8027 | INSERTED | MISSING: BIRTH_DATE |    9R    2W
+ 8028 | INSERTED | VALID LINE |  106R   99W
+ 8029 | INSERTED | VALID LINE |  139R  132W
+ 8030 | INSERTED | VALID LINE |   28R   21W
+ 8031 | INSERTED | VALID LINE |  135R  129W
+ 8032 | INSERTED | VALID LINE |  100R   93W
+ 8033 | INSERTED | VALID LINE |  141R  134W
+ 8034 | INSERTED | VALID LINE |  111R  104W
+ 8035 | INSERTED | VALID LINE |  104R   97W
+ 8036 | INSERTED | VALID LINE |   18R   13W
+ 8037 | INSERTED | VALID LINE |   40R   33W
+ 8038 | INSERTED | MISSING: BIRTH_DATE |  115R  109W
+ 8039 | INSERTED | VALID LINE |  106R   99W
+ 8040 | INSERTED | VALID LINE |   35R   30W
+ 8041 | INSERTED | VALID LINE |  115R  112W
+ 8042 | INSERTED | MISSING: BIRTH_CITY |   28R   21W
+ 8043 | INSERTED | VALID LINE |   98R   91W
+ 8044 | INSERTED | VALID LINE |   21R   14W
+ 8045 | INSERTED | MISSING: BIRTH_CITY |   26R   20W
+ 8046 | INSERTED | MISSING: BIRTH_CITY |  117R  110W
+ 8047 | INSERTED | MISSING: BIRTH_DATE BIRTH_CITY |   30R   23W
+ 8048 | INSERTED | VALID LINE |   38R   32W
+ 8049 | INSERTED | VALID LINE |   88R   85W
+ 8050 | INSERTED | VALID LINE |  123R  116W
+ 8051 | INSERTED | VALID LINE |  115R  109W
+ 8052 | INSERTED | VALID LINE |  119R  113W
+ 8053 | INSERTED | VALID LINE |   79R   72W
+ 8054 | INSERTED | MISSING: FIRST_NAME |  112R  107W
+ 8055 | INSERTED | MISSING: LAST_NAME |   23R   16W
+ 8056 | INSERTED | VALID LINE |   60R   52W
+ 8057 | INSERTED | MISSING: LAST_NAME |   64R   57W
+ 8058 | INSERTED | MISSING: BIRTH_DATE |   77R   69W
+ 8059 | INSERTED | VALID LINE |  136R  129W
+ 8060 | INSERTED | MISSING: FIRST_NAME LAST_NAME |   45R   38W
+ 8061 | INSERTED | VALID LINE |   96R   89W
+ 8062 | INSERTED | VALID LINE |   10R    5W
+ 8063 | INSERTED | VALID LINE |  111R  103W
+ 8064 | INSERTED | VALID LINE |   36R   29W
+ 8065 | INSERTED | VALID LINE |   64R   60W
+ 8066 | INSERTED | VALID LINE |  132R  128W
+ 8067 | INSERTED | VALID LINE |   78R   69W
+ 8068 | INSERTED | VALID LINE |   72R   65W
+ 8069 | INSERTED | VALID LINE |  102R   95W
+ 8070 | INSERTED | MISSING: FIRST_NAME |   81R   75W
+ 8071 | INSERTED | VALID LINE |  113R  106W
+ 8072 | INSERTED | VALID LINE |  124R  116W
+ 8073 | INSERTED | MISSING: BIRTH_DATE |   23R   16W
+ 8074 | INSERTED | MISSING: LAST_NAME |   60R   53W
+ 8075 | INSERTED | MISSING: BIRTH_DATE |   85R   78W
+ 8076 | INSERTED | VALID LINE |   30R   26W
+ 8077 | INSERTED | VALID LINE |   43R   37W
+ 8078 | INSERTED | VALID LINE |   49R   42W
+ 8079 | INSERTED | MISSING: LAST_NAME |  111R  103W
+ 8080 | INSERTED | MISSING: BIRTH_CITY |  128R  121W
+ 8081 | INSERTED | MISSING: LAST_NAME |   68R   61W
+ 8082 | INSERTED | VALID LINE |   15R    8W
+ 8083 | INSERTED | VALID LINE |  111R  103W
+ 8084 | INSERTED | VALID LINE |   43R   37W
+ 8085 | INSERTED | VALID LINE |   52R   47W
+ 8086 | INSERTED | VALID LINE |   60R   53W
+ 8087 | INSERTED | VALID LINE |   21R   14W
+ 8088 | INSERTED | VALID LINE |   38R   32W
+ 8089 | INSERTED | VALID LINE |   86R   81W
+ 8090 | INSERTED | VALID LINE |   83R   76W
+ 8091 | INSERTED | VALID LINE |   70R   63W
+ 8092 | INSERTED | VALID LINE |   13R    7W
+ 8093 | INSERTED | MISSING: BIRTH_CITY |  106R   99W
+ 8094 | INSERTED | MISSING: LAST_NAME |    9R    2W
+ 8095 | INSERTED | MISSING: LAST_NAME |  115R  109W
+ 8096 | INSERTED | VALID LINE |  102R   96W
+ 8097 | INSERTED | VALID LINE |  103R   98W
